Id,Source,Target,Type,action,weight
6830,5B049B4EDqJbXBPnzQHypj7OIVcCig==,高雄市立大同醫院,Directed,export,1
6831,5B074135h2uQam0x+4XdlvP5hf7yNA==,衛生福利部旗山醫院,Directed,export,1
6832,5B08C47DlQGPqtTWcxft260PBntziQ==,高雄市立大同醫院,Directed,export,1
6833,5B0AC2BC7R2c11qgu/Z8iSBjeZ5UZA==,高雄市立鳳山醫院,Directed,export,1
6834,5B0D365FV1tKDO6KVMI3ckcGcsxjNg==,高雄市立大同醫院,Directed,export,1
6835,5B1489FBG3eJZHP+LGk/f8HfdeIgGg==,健仁醫院,Directed,export,1
6836,5B1B253Ee/WODh4hYlDD9Tl394nbbw==,高雄市立大同醫院,Directed,export,1
6837,5B1F83AF9/zDtotebkNhNd5WoccBWQ==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6838,5B1F9B32f4Yfbnjgovi8qRnV5UWeKA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6839,5B234189vGPgSi9FeALuRl6HOWSqzQ==,義大醫療財團法人義大醫院,Directed,export,1
6840,5B2437E5L2aoLTPZYR3/AV1OjlFexw==,高雄市立鳳山醫院,Directed,export,1
6841,5B27CC29cFNPqcaqipV8/NcFV0KKLQ==,建佑醫院,Directed,export,1
6842,5B2A0CB2h2uQam0x+4XvDr9bNwB2pQ==,衛生福利部旗山醫院,Directed,export,1
6843,5B2C03CE+29aQn//RPjkIoybq2mBAg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6844,5B2D6E57XLRHJBZi1lvJqsU/fitR/Q==,國軍高雄總醫院岡山分院,Directed,export,1
6845,5B3F7EF7U1Ab7OFzH1qXQMuVXAqXjA==,義大醫療財團法人義大醫院,Directed,export,1
6846,5B400536vGPgSi9FeAI2sSP7k0PJQQ==,國軍高雄總醫院岡山分院,Directed,export,1
6847,5B40D438nAq4Kh+I18oCUyUJ1aQYmQ==,義大醫療財團法人義大醫院,Directed,export,1
6848,5B436997A0d5xmwlVi1pqeJCAxM5+A==,健仁醫院,Directed,export,1
6849,5B4711B46DhYKJNQ+Qk6CgQZ0q1qEg==,高雄市立小港醫院,Directed,export,1
6850,5B4E5A3EnAq4Kh+I18qF8y2SB5UrqQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6851,5B4FC089YrDMNigyWcZbF1v7+TTe2Q==,健仁醫院,Directed,export,1
6852,5B508BC93SjRLVxA9AavNbuXG4ov9w==,瑞生醫院,Directed,export,1
6853,5B510B2DKuE/y1fdWust2LFLK39xrA==,國軍高雄總醫院左營分院,Directed,export,1
6854,5B519582DLmaF8dHSNIsq4yd5qYrBQ==,杏和醫院(高雄),Directed,export,1
6855,5B538EEFbUCNUyE32TViCeZKSh5CEg==,衛生福利部旗山醫院,Directed,export,1
6856,5B53B374j20tiKcOJNQgizOCboqrhQ==,高雄市立小港醫院,Directed,export,1
6857,5B568374lBu9iOVLyqz1OoeX2qG/+Q==,高雄市立岡山醫院,Directed,export,1
6858,5B5F9D1CO/WWGcGAaCjRT/0Fd5+Xtg==,高雄榮民總醫院,Directed,export,1
6859,5B5F9D1CO/WWGcGAaCjRT/0Fd5+Xtg==,高雄榮民總醫院,Directed,export,1
6860,5B5F9D1CO/WWGcGAaCjRT/0Fd5+Xtg==,健仁醫院,Directed,export,1
6861,5B6081D2yxRtmM73deyhd9vsYTCu8w==,高雄市立大同醫院,Directed,export,1
6862,5B62C61AU1Ab7OFzH1qkqngHhFt5+A==,杏和醫院(高雄),Directed,export,1
6863,5B6BB79D+0G3tzgUh1XCf+rored2zg==,高雄市立聯合醫院,Directed,export,1
6864,5B6D4BA6DWaD7gS7ZEUMTIDJiu6pHA==,國軍高雄總醫院岡山分院,Directed,export,1
6865,5B6F17CDDWaD7gS7ZEUmCF4yQMJF9Q==,衛生福利部旗山醫院,Directed,export,1
6866,5B6F61CF/WgLuqXtLy0y2x+ihLUiYw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6867,5B6FCBC2wY616DN3kqjF8kEkI5C0jg==,高雄市立鳳山醫院,Directed,export,1
6868,5B74EA5ElBu9iOVLyqxvMJN6zmYELg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6869,5B7A939FM1yqOhJfU7c8sZlz2dIOQg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6870,5B7A939FM1yqOhJfU7c8sZlz2dIOQg==,高雄市立小港醫院,Directed,export,1
6871,5B7BAA5BRyr852K6VnZHZQWBqBn+zA==,義大醫療財團法人義大醫院,Directed,export,1
6872,5B81B6FEMN7bDif4e6jVWXkUinIM1w==,高雄市立小港醫院,Directed,export,1
6873,5B822D8AYrDMNigyWcaGbPGe5h3QCg==,杏和醫院(高雄),Directed,export,1
6874,5B86F8D4h2uQam0x+4Vf3AC62WAIdw==,義大醫療財團法人義大醫院,Directed,export,1
6875,5B8EDB93YrDMNigyWcY8SJ0Co/ufNQ==,高雄市立岡山醫院,Directed,export,1
6876,5B901DA1vZ5eu7eIYMNBxNSUguwWfg==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
6877,5B944AC3q0/295go2nQ2ve6pCjl2tQ==,衛生福利部旗山醫院,Directed,export,1
6878,5B993D36DWaD7gS7ZEU2+94ygXimcw==,國軍高雄總醫院左營分院,Directed,export,1
6879,5B9A934FBhhex9MB0B5H54YqpQB+1A==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6880,5B9B4BFCvGPgSi9FeAJKo3wlWzksBQ==,高雄市立岡山醫院,Directed,export,1
6881,5BAEBDB9j20tiKcOJNTVoskwbOIi2g==,義大醫療財團法人義大醫院,Directed,export,1
6882,5BB0F32ByDC3ipk7Qg7VXKxEgpdcYQ==,義大醫療財團法人義大醫院,Directed,export,1
6883,5BB60716HNDSHLC4D67KqN3U2P3+yQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6884,5BBBC69A7R2c11qgu/bzA23EF/aAVA==,高雄市立小港醫院,Directed,export,1
6885,5BBD0371n2LeSS8lM4iy4IwYIRtS6w==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
6886,5BBD0371n2LeSS8lM4iy4IwYIRtS6w==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
6887,5BC0F60AL2aoLTPZYR2ccdOsGM7k/A==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
6888,5BC396FDk15+Rf7t2D0M8H34xy47Fw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6889,5BC81E48zlOPTDRoS1+/bei1Ts2JNA==,國軍高雄總醫院岡山分院,Directed,export,1
6890,5BCE76D1kAY/MrSZn34fNUswH75vcg==,高雄市立大同醫院,Directed,export,1
6891,5BCF622BigIAY5q6PlT6R4NNJM3Ygw==,高雄市立岡山醫院,Directed,export,1
6892,5BD004B2PP2DEplcN5p1YjHrKBMNIw==,義大醫療財團法人義大醫院,Directed,export,1
6893,5BD22C57wY616DN3kqjNfGvNgDG5QA==,高雄市立岡山醫院,Directed,export,1
6894,5BD3D993wY616DN3kqiZnbJiWN55jw==,高雄市立鳳山醫院,Directed,export,1
6895,5BD6C88BcFNPqcaqipULFtI3mA7jeA==,大東醫院,Directed,export,1
6896,5BD8A27ByxRtmM73dezGbMbey+0m5Q==,高雄市立鳳山醫院,Directed,export,1
6897,5BD8A27ByxRtmM73dezGbMbey+0m5Q==,高雄市立鳳山醫院,Directed,export,1
6898,5BDE18E47R2c11qgu/aRH+ZG3jOBvg==,建佑醫院,Directed,export,1
6899,5BDF16948+3qpO/z405bQ5I4DDRUWw==,高雄市立岡山醫院,Directed,export,1
6900,5BE3AAB6Bhhex9MB0B57DFGaQsF5YA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6901,5BE4C3EBv4KicDZ+0/kE4wwpEhtvaQ==,衛生福利部旗山醫院,Directed,export,1
6902,5BEE5160pBJd2BI4r3ZJyJcuaS8x3A==,高雄市立大同醫院,Directed,export,1
6903,5BEF2D5ByxRtmM73dexTAIdqG3qrxQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6904,5BF59C99V1tKDO6KVMKO3UGyNhp+qw==,高雄市立小港醫院,Directed,export,1
6905,5BF9FE7F8+3qpO/z404Gl4nhhrGNQw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6906,5C000151SjPnGiXD/y3WRM1xxp79SA==,義大醫療財團法人義大醫院,Directed,export,1
6907,5C026185bUvPfXyfBglJENIerserDg==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6908,5C035C19bE76WqQkYSAPgEUiL3kQiw==,高雄市立鳳山醫院,Directed,export,1
6909,5C073FBDd5tYJMFKkGLKBkgchztjmQ==,國軍高雄總醫院左營分院,Directed,export,1
6910,5C0C4F06K/7156Mz9CSRPAIjDKf89w==,高雄市立岡山醫院,Directed,export,1
6911,5C0CD2D3yxRtmM73dezzmBXZbs9RkA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
6912,5C103A0E7JmPRCC6jCqgGQwAPonHGg==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
6913,5C13CF05wcnW9Dvi8h/HWXe2iAnxIA==,高雄市立岡山醫院,Directed,export,1
6914,5C16F2D0umkXXadWRB33nVSr4US6gQ==,國軍高雄總醫院岡山分院,Directed,export,1
6915,5C19EF38bUCNUyE32TUXQCP1Msn6JQ==,大東醫院,Directed,export,1
6916,5C1E0681I1ZDudbUGE6vd4EDBwkN8A==,義大醫療財團法人義大醫院,Directed,export,1
6917,5C210711kAY/MrSZn36A/3Mit3UVnA==,杏和醫院(高雄),Directed,export,1
6918,5C236A79DWaD7gS7ZEXNFchSN2uepg==,衛生福利部旗山醫院,Directed,export,1
6919,5C250343j20tiKcOJNTilvO37/zFcg==,義大醫療財團法人義大醫院,Directed,export,1
6920,5C364F32gje+pTksePKbevhbmyX97A==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6921,5C385D8Eh2uQam0x+4VYIXFGMvKCEw==,衛生福利部旗山醫院,Directed,export,1
6922,5C407C29qCVsxAYmz7DOFhfU/AHdfA==,義大醫療財團法人義大醫院,Directed,export,1
6923,5C4170F26DhYKJNQ+Qn5fp6AeLVE4w==,建佑醫院,Directed,export,1
6924,5C43673Fk15+Rf7t2D04514bpbHbIA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6925,5C43673Fk15+Rf7t2D04514bpbHbIA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6926,5C43E8BEkdpSho6/xPjVL1OXF+f54Q==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6927,5C45EE6B5VC7OFfNvJtCC+Xh3UKrHA==,義大醫療財團法人義大醫院,Directed,export,1
6928,5C488A18kNta5b3JMcKFCmdzc71WpA==,高雄市立大同醫院,Directed,export,1
6929,5C49AA28kdpSho6/xPh2W+IKKkMArg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6930,5C49B979SJ7sdRj056NavMaQ8BYuOw==,國軍高雄總醫院左營分院,Directed,export,1
6931,5C4D8C8AU1Ab7OFzH1riWYo6Jj7WxQ==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6932,5C4F5F26SK6jKG6oqz3S8lPuvLWc9w==,高雄榮民總醫院,Directed,export,1
6933,5C4FA9C2saisl6xyHX9FGqOJAa7FIQ==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6934,5C5706957R2c11qgu/aQgvyHDOijWw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6935,5C6088DDmdgIlLPKjf5TjjyaWqSCrw==,國軍高雄總醫院左營分院,Directed,export,1
6936,5C612C2EU1Ab7OFzH1qu9GG8G95W4g==,高雄市立大同醫院,Directed,export,1
6937,5C6132CDsA8tr+pVUazod9QogpnbCA==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6938,5C61D81BxtqGdxSBUxvDnisrQNJNig==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6939,5C648271btd99OdYFu6+IC7R3DUr2Q==,高雄市立大同醫院,Directed,export,1
6940,5C65AC22O9M2rfEdwaL3yR+sGObq+g==,高雄市立鳳山醫院,Directed,export,1
6941,5C65AE21f4YfbnjgovhEXYxGFlNYWQ==,高雄市立鳳山醫院,Directed,export,1
6942,5C678144G3eJZHP+LGn+Zuw5VUVFsg==,義大醫療財團法人義大醫院,Directed,export,1
6943,5C69D3B0kNta5b3JMcJZsHo/A4tTWQ==,邱外科醫院,Directed,export,1
6944,5C6D38EE5ACAyzKGkl799DFCUtn31g==,國軍高雄總醫院岡山分院,Directed,export,1
6945,5C719E08+0G3tzgUh1WCqC3VS5tHSg==,高雄市立聯合醫院,Directed,export,1
6946,5C72283746NcRNSl1gwgJRSqqTlIjw==,國軍高雄總醫院岡山分院,Directed,export,1
6947,5C76F672fVXHWiDlG3k4+c9/w8Gv1g==,高雄市立小港醫院,Directed,export,1
6948,5C7F7609ebhoI1Wizy/oeNxxHqr9YQ==,高雄市立小港醫院,Directed,export,1
6949,5C8390FAv4KicDZ+0/lcEmWzVVIwLw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6950,5C888BDA6G/3Q8ldY9DleWSq/1IvHQ==,高雄市立鳳山醫院,Directed,export,1
6951,5C890382j20tiKcOJNROGZP+sys31A==,義大醫療財團法人義大醫院,Directed,export,1
6952,5C8A109DmdgIlLPKjf6+70Ec45QP0g==,杏和醫院(高雄),Directed,export,1
6953,5C8BCD31j20tiKcOJNRPCNSDvoxVzQ==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
6954,5C8BE722yxRtmM73deznOc5gJYUERw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6955,5C8BF7A0ISTNzrwpG0LiXirBk9e2Yg==,高雄市立鳳山醫院,Directed,export,1
6956,5C8EDA00j20tiKcOJNQa2mORS/hIOQ==,義大醫療財團法人義大醫院,Directed,export,1
6957,5C91E2ADhpJJQ/m1YxzdVZSfefc3ig==,義大醫療財團法人義大醫院,Directed,export,1
6958,5C9388CBcleseDp1/8ir+dPCztbOGA==,衛生福利部旗山醫院,Directed,export,1
6959,5CA5DFA0DWaD7gS7ZEXRRxsBcb0xwQ==,衛生福利部旗山醫院,Directed,export,1
6960,5CB06225U1Ab7OFzH1oB3dLcZM0cxw==,高雄市立小港醫院,Directed,export,1
6961,5CB58425//KKqGF9d/gvFKiS0ff7rg==,高雄市立鳳山醫院,Directed,export,1
6962,5CC0A51FBdfr8IcU7lytKfI4m9mX1A==,高雄市立大同醫院,Directed,export,1
6963,5CC0EECAigIAY5q6PlT0AyhWuEdOIw==,國軍高雄總醫院左營分院,Directed,export,1
6964,5CC24B7Aj20tiKcOJNTEm+cBnbSAAQ==,大東醫院,Directed,export,1
6965,5CC6181AigIAY5q6PlQUhes1D4xXMA==,義大醫療財團法人義大醫院,Directed,export,1
6966,5CCFF842J6LkJt6yamgjLbG+Es+O4A==,健仁醫院,Directed,export,1
6967,5CD24845LSpGveefoelNtiPtsWZEqA==,高雄市立大同醫院,Directed,export,1
6968,5CD29C25d5tYJMFKkGJf6kpg6H6AHg==,義大醫療財團法人義大醫院,Directed,export,1
6969,5CDBB330pBJd2BI4r3YQTd6CV8hM1Q==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6970,5CDBB330pBJd2BI4r3YQTd6CV8hM1Q==,高雄市立鳳山醫院,Directed,export,1
6971,5CDCD4F46DhYKJNQ+Qmc8fY2kQa3RQ==,義大醫療財團法人義大醫院,Directed,export,1
6972,5CDCD4F46DhYKJNQ+Qmc8fY2kQa3RQ==,義大醫療財團法人義大醫院,Directed,export,1
6973,5CE017377R2c11qgu/a8NHcSFubARg==,高雄市立小港醫院,Directed,export,1
6974,5CE59AA1kdpSho6/xPgEw1uOR82HOQ==,高雄市立大同醫院,Directed,export,1
6975,5CEA5426h9WXeWEkA2usB1JMV9qMCQ==,高雄市立鳳山醫院,Directed,export,1
6976,5CEBDC0Fh2uQam0x+4U+SX1ZEu6g7w==,衛生福利部旗山醫院,Directed,export,1
6977,5CEBE865kZJJfQwtVhLvbgSSTNLyFQ==,大東醫院,Directed,export,1
6978,5CEE11E9umkXXadWRB0Vf+FQR1TW9A==,建佑醫院,Directed,export,1
6979,5CF2B907h2uQam0x+4U/xWSymzPKAg==,衛生福利部旗山醫院,Directed,export,1
6980,5CF8459AigIAY5q6PlT5/tbVK6oq/w==,高雄市立岡山醫院,Directed,export,1
6981,5CFB1E317R2c11qgu/aFvK7Q1XWviw==,高雄榮民總醫院,Directed,export,1
6982,5CFB4225fQogpzl2eYCU3ow02ZBMeA==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6983,5CFD325Ekr48iqVjo4x6REOjwyIyvA==,義大醫療財團法人義大醫院,Directed,export,1
6984,5D017915dfWEKNiuWBWm29u51jD09Q==,衛生福利部旗山醫院,Directed,export,1
6985,5D0282F0bXze2NbVbap4PIgZxnkeDg==,高雄市立大同醫院,Directed,export,1
6986,5D075E74A0d5xmwlVi3a76hN1l0zGQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
6987,5D07D93AcleseDp1/8iS7SLSeqJYRg==,高雄市立大同醫院,Directed,export,1
6988,5D11D7A1umkXXadWRB1WjuBOlEtHYA==,高雄市立小港醫院,Directed,export,1
6989,5D11E514L2aoLTPZYR2N+Gpk7eLfTQ==,高雄市立民生醫院,Directed,export,1
6990,5D168F23HwaqF9xQUZlgtLwTFSsFEA==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
6991,5D16C5A07R2c11qgu/ZPtNz/cs3l4Q==,國軍高雄總醫院附設民眾診療處,Directed,export,1
6992,5D17B3ECvWyfiIJdWujAxJi5OeVq6w==,義大醫療財團法人義大醫院,Directed,export,1
6993,5D1D6D02G3eJZHP+LGkUOKse653uhw==,健仁醫院,Directed,export,1
6994,5D1F3538DWaD7gS7ZEWx9YcJfLBwZA==,衛生福利部旗山醫院,Directed,export,1
6995,5D208017T+3KnOFJrFpGXN0zl16J5A==,義大醫療財團法人義大醫院,Directed,export,1
6996,5D2373785ACAyzKGkl4LazXomSuUsg==,衛生福利部旗山醫院,Directed,export,1
6997,5D258A1CEyPGK+B/N73BQP6rpXFLVQ==,衛生福利部旗山醫院,Directed,export,1
6998,5D2D98E0L2aoLTPZYR3XFy8rfZClTQ==,高雄市立聯合醫院,Directed,export,1
6999,5D2E4DC4vZ5eu7eIYMNdJbBnKo2bGQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7000,5D36158CumkXXadWRB2TNnMStH+C7A==,建佑醫院,Directed,export,1
7001,5D418F73//KKqGF9d/gBDz24VQgstw==,高雄市立鳳山醫院,Directed,export,1
7002,5D43730E7R2c11qgu/YvpBuWJoK65Q==,健仁醫院,Directed,export,1
7003,5D455321L2aoLTPZYR34W9m2pJF/Yg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7004,5D463DD1yxRtmM73deyUnJuTfIKN1g==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7005,5D47D8B1+0G3tzgUh1UlCD3zHGtuXw==,高雄市立小港醫院,Directed,export,1
7006,5D4CFFDFMN7bDif4e6jRUN66L5V+AA==,高雄市立小港醫院,Directed,export,1
7007,5D4EEECAU1Ab7OFzH1obsDJiC8lWbA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7008,5D4FAB9Bd5tYJMFKkGLrCBSvn3KFMQ==,義大醫療財團法人義大醫院,Directed,export,1
7009,5D50B5C0L2aoLTPZYR39aoar6N1UxQ==,高雄市立大同醫院,Directed,export,1
7010,5D55EDC1+0G3tzgUh1UskrP5Lx23QQ==,義大醫療財團法人義大醫院,Directed,export,1
7011,5D596831bNTMMDeb/EVug4QGRqgqoA==,健仁醫院,Directed,export,1
7012,5D5B50D9Oqf67ocMbHdxvEBxHm+kgw==,義大醫療財團法人義大醫院,Directed,export,1
7013,5D5BED77O/WWGcGAaCg17XCfvk/rfA==,杏和醫院(高雄),Directed,export,1
7014,5D5E29C8ISTNzrwpG0J8KViZPxxc4g==,國軍高雄總醫院附設民眾診療處,Directed,export,1
7015,5D662DB7hsP9luX6apKl0m4njK1Gpw==,義大醫療財團法人義大醫院,Directed,export,1
7016,5D666A45L2aoLTPZYR3fvo1mwPOyCQ==,健仁醫院,Directed,export,1
7017,5D6ACDFDwcnW9Dvi8h9XKbGznh+s2Q==,建佑醫院,Directed,export,1
7018,5D6C17E53oTDuDepXkWkZ3ZR57/6hg==,國軍高雄總醫院岡山分院,Directed,export,1
7019,5D6C29A4ZFaX6VKNE4ehNX6DXLOMvQ==,高雄市立鳳山醫院,Directed,export,1
7020,5D73B3347R2c11qgu/aNCapvxQKVlA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7021,5D80615Ad5tYJMFKkGLaO9hVTe6oTA==,高雄市立岡山醫院,Directed,export,1
7022,5D8BD65DbOYdr8et9ImCFmvMk+N9KA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
7023,5D91382A+29aQn//RPjfORIkt0hILQ==,高雄市立大同醫院,Directed,export,1
7024,5D929C3D+0G3tzgUh1WW3rauLMHI0g==,健仁醫院,Directed,export,1
7025,5D9446B5qHWY4a9bHFurtjNknIiPKA==,國軍高雄總醫院左營分院,Directed,export,1
7026,5D948801//KKqGF9d/gpMhE4d3ffyQ==,健仁醫院,Directed,export,1
7027,5D94C19Bfi8l/Y3MoMJfROVnEM3Nxg==,衛生福利部旗山醫院,Directed,export,1
7028,5D969CDAL2aoLTPZYR10NcYFZzDgsg==,國軍高雄總醫院左營分院,Directed,export,1
7029,5D9B4442R9YS6CTOH0H+sSA+UoXP2g==,衛生福利部旗山醫院,Directed,export,1
7030,5D9F718BhsP9luX6apIkofTywNXD2g==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7031,5DA3C355d5tYJMFKkGLzJwbyciW+9Q==,衛生福利部旗山醫院,Directed,export,1
7032,5DA52BB15ACAyzKGkl6a61/woPHYNA==,衛生福利部旗山醫院,Directed,export,1
7033,5DACBEF9It/WKKulPy4fGvJp7bCMKQ==,國軍高雄總醫院岡山分院,Directed,export,1
7034,5DAE9BD8G3eJZHP+LGlvw75XTmVjRQ==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
7035,5DAEE85B52vV6QnZroklFnnnVirUKw==,高雄市立岡山醫院,Directed,export,1
7036,5DB03730SjPnGiXD/y0iWuHppq78LQ==,衛生福利部旗山醫院,Directed,export,1
7037,5DB03730SjPnGiXD/y0iWuHppq78LQ==,衛生福利部旗山醫院,Directed,export,1
7038,5DB120A5DWaD7gS7ZEXD0Bhwh81qxA==,衛生福利部旗山醫院,Directed,export,1
7039,5DBB3C6BmTBVXuaGTK/VmhfNOkPptQ==,義大醫療財團法人義大醫院,Directed,export,1
7040,5DBF9F56nAq4Kh+I18pLlQc7z/sLnw==,高雄市立岡山醫院,Directed,export,1
7041,5DC94235VAp3tU9HH/qN4a6yEdCrYQ==,國軍高雄總醫院附設民眾診療處,Directed,export,1
7042,5DCFF959hbHjXDy+0oljxWhnDZPI0Q==,高雄市立小港醫院,Directed,export,1
7043,5DD6173DkdpSho6/xPgiNqk6eQYFhw==,高雄市立大同醫院,Directed,export,1
7044,5DE29C79GSpvwOX0FqSaY9gzfN+LVw==,高雄市立大同醫院,Directed,export,1
7045,5DE6AFF6S7WmEcYn4NZH1nQkogNOeQ==,健仁醫院,Directed,export,1
7046,5DEC2614D6hkSYBAmxrqLOKSQP4TKg==,建佑醫院,Directed,export,1
7047,5DED1BCDh2uQam0x+4UjDnJ6ak7Jpg==,高雄榮民總醫院,Directed,export,1
7048,5DEEE29AumkXXadWRB3HlI0kYMCE2A==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7049,5DF2F0F3XFc3TCNUR1CcSxr3X1AxDw==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
7050,5DF56BA0J6LkJt6yamg8gxG0CoQoiw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7051,5DF833B0oyjNhA9fVxCWTc/u0/4qvg==,義大醫療財團法人義大醫院,Directed,export,1
7052,5DF833B0oyjNhA9fVxCWTc/u0/4qvg==,健仁醫院,Directed,export,1
7053,5DFB3C66U1Ab7OFzH1riedlV06cRYg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7054,5DFB3C66U1Ab7OFzH1riedlV06cRYg==,高雄市立鳳山醫院,Directed,export,1
7055,5E000274h2uQam0x+4WHjh4uorMnuA==,衛生福利部旗山醫院,Directed,export,1
7056,5E02C9B8saisl6xyHX8ZUzTZqI+Ckg==,健仁醫院,Directed,export,1
7057,5E050CEDbtd99OdYFu5aaLwS4t4VFA==,國軍高雄總醫院岡山分院,Directed,export,1
7058,5E0517F9igIAY5q6PlRyrCciCtw5hw==,義大醫療財團法人義大醫院,Directed,export,1
7059,5E0D51A87hsNgq4aOmqN+IIQvyld1Q==,高雄市立小港醫院,Directed,export,1
7060,5E0EE54Cr/0IYc2iUXFO9Stv+Tp0Ew==,衛生福利部旗山醫院,Directed,export,1
7061,5E1178AAqHWY4a9bHFv86Jwd5uaxPQ==,義大醫療財團法人義大醫院,Directed,export,1
7062,5E165FC8q9WsRNnKBk1BLxTvP4Oecg==,高雄市立大同醫院,Directed,export,1
7063,5E1BDFC1h2uQam0x+4Wc2TUvAyNfOA==,衛生福利部旗山醫院,Directed,export,1
7064,5E1C9A87wY616DN3kqgh/WCTjT42zw==,高雄市立鳳山醫院,Directed,export,1
7065,5E1C9A87wY616DN3kqgh/WCTjT42zw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
7066,5E1C9A87wY616DN3kqgh/WCTjT42zw==,高雄市立鳳山醫院,Directed,export,1
7067,5E249512Oqf67ocMbHcZp1KXsZ667w==,義大醫療財團法人義大醫院,Directed,export,1
7068,5E24D75A2voJBsC5qJB5+t/gJ/dG9Q==,國軍高雄總醫院左營分院,Directed,export,1
7069,5E256A3B7hsNgq4aOmoF81Mk9ojipA==,健仁醫院,Directed,export,1
7070,5E279D6Bd5tYJMFKkGLgxC7LlGTqfg==,義大醫療財團法人義大醫院,Directed,export,1
7071,5E2CC682bqUTjqO2b/1LOTSxbP3Wrg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
7072,5E2D0D6DI0OKYAL9V5xlgdUawmzDNQ==,義大醫療財團法人義大醫院,Directed,export,1
7073,5E358F29hpJJQ/m1YxztD5fIZXHHow==,義大醫療財團法人義大醫院,Directed,export,1
7074,5E3828F4wlzowYfZvY3roUk0aYHjTQ==,高雄市立大同醫院,Directed,export,1
7075,5E3E159Dz4ngs0a0kgavPNang9g4/w==,高雄市立聯合醫院,Directed,export,1
7076,5E4869DEh1P1jMLz0a/Uh55BlA35Gg==,高雄榮民總醫院,Directed,export,1
7077,5E4CDF44T+3KnOFJrFpvsmiax41D9A==,衛生福利部旗山醫院,Directed,export,1
7078,5E507192P9EY9nkEx507vO2V+59Acw==,國軍高雄總醫院岡山分院,Directed,export,1
7079,5E5624C37R2c11qgu/ZsK0oOF+/+AA==,高雄市立小港醫院,Directed,export,1
7080,5E5E41E68+3qpO/z405hUA2brdMtPw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
7081,5E5FE2EFsaisl6xyHX/b/0H+NaLkLw==,健仁醫院,Directed,export,1
7082,5E602931igIAY5q6PlRYlkllXNg99Q==,高雄市立聯合醫院,Directed,export,1
7083,5E630AC2U1Ab7OFzH1qh7b9rM8hVZg==,建佑醫院,Directed,export,1
7084,5E65614F8+3qpO/z407dmBqMBhak6Q==,高雄市立大同醫院,Directed,export,1
